1553268145,176,2,NoBug
-1729269102,17,2,NoBug
757675700,92,3,NoBug
1059964748,73,1,NoBug
-1818984894,37,1,NoBug
621477893,67,2,NoBug
669156311,97,2,NoBug
179234326,67,1,NoBug
-1606784537,178,1,NoBug
1862454710,344,1,NoBug
-551393441,201,1,NoBug
-1744731060,434,4,NoBug
-1748651347,390,4,NoBug
689313600,645,2,NoBug
34123075,1154,2,NoBug
1557716071,53,3,NoBug
2091368058,538,2,NoBug
-1642925979,149,2,NoBug
-606382517,102,2,NoBug
-534586382,105,2,NoBug
1852916129,128,3,NoBug
-2025416264,416,1,NoBug
377719548,349,5,NoBug
787316409,601,2,NoBug
2093061369,199,1,NoBug
365114678,1577,3,NoBug
409966249,188,2,NoBug
1050605140,89,2,NoBug
-1937575892,263,1,NoBug
796943907,124,2,NoBug
1095955103,225,2,NoBug
929957721,230,2,NoBug
946985619,207,1,NoBug
1944598071,153,2,NoBug
1575853937,377,2,NoBug
-1315324142,353,3,NoBug
286977587,578,3,NoBug
-1537743794,454,2,NoBug
968167304,204,2,NoBug
405023319,637,7,NoBug
-1083080284,108,2,NoBug
634213904,507,1,NoBug
378131084,502,2,NoBug
-1669516223,223,1,NoBug
-1760023932,122,2,NoBug
381430589,1083,5,NoBug
-948073743,38,1,NoBug
345417155,136,2,NoBug
56764888,10,1,NoBug
-1238532933,9,0,NoBug
-1392174602,9,0,NoBug
128368705,10,1,NoBug
-1752062808,10,1,NoBug
1507054799,27,1,NoBug
-509161531,10,1,NoBug
-13137550,17,1,NoBug
-1313492522,91,4,NoBug
-313137244,82,1,NoBug
-1822195238,97,2,NoBug
746656391,409,2,NoBug
-1542799221,20,4,NoBug
1360566277,85,2,NoBug
1543627035,23,2,NoBug
2025026144,39,2,NoBug
895487593,64,1,NoBug
-169361429,89,1,NoBug
660669462,145,1,NoBug
-2140190677,268,2,NoBug
1211938711,105,3,NoBug
-83104816,99,3,NoBug
-838691043,1091,2,NoBug
-997300264,16,1,NoBug
-1126350611,31,1,NoBug
817224438,79,0,NoBug
-684402847,5,1,NoBug
-1939329841,9,1,NoBug
918392696,4,1,NoBug
1550277981,6,1,NoBug
-1911063732,15,1,NoBug
1786657159,9,1,NoBug
-906263404,22,1,NoBug
167610382,30,1,NoBug
-1622994636,25,1,NoBug
28630190,15,1,NoBug
806235392,26,1,NoBug
-1474745761,5,1,NoBug
-1250483205,9,1,NoBug
1945804711,38,1,NoBug
-861028725,20,1,NoBug
552407321,5,1,NoBug
-1479270455,51,1,NoBug
459205671,16,1,NoBug
-112000285,12,1,NoBug
-586693675,48,1,NoBug
-1825266008,11,1,NoBug
-1755445002,47,1,NoBug
-1305558239,22,1,NoBug
-2024788132,29,1,NoBug
-1800098529,9,1,NoBug
-2073812459,6,1,NoBug
-1637422792,51,1,NoBug
-365746490,16,1,NoBug
-1380896665,4,1,NoBug
1128578896,30,1,NoBug
1987291621,16,1,NoBug
1679412867,28,1,NoBug
966564969,8,1,NoBug
-953678193,48,1,NoBug
648676157,12,1,NoBug
1026380871,5,1,NoBug
-1763321674,5,1,NoBug
-604930699,90,1,NoBug
-1298688509,5,1,NoBug
1650126686,5,1,NoBug
865420225,21,1,NoBug
-762203152,8,1,NoBug
-269314916,4,1,NoBug
1143780841,21,1,NoBug
-313781711,220,1,NoBug
2062032618,102,1,NoBug
2145393235,338,1,NoBug
177981116,8,1,NoBug
1848785589,579,1,NoBug
-727421612,26,1,NoBug
1150880608,7,1,NoBug
417822029,36,0,NoBug
873078676,339,1,NoBug
-2044253710,252,2,NoBug
-33753779,14,1,NoBug
722468407,124,2,NoBug
-592697177,4,1,NoBug
1324841738,27,1,NoBug
1435062697,18,1,NoBug
1721221345,31,1,NoBug
-453435081,158,1,NoBug
1198409938,17,1,NoBug
1966983708,4,1,NoBug
-1968184514,47,0,NoBug
-94581874,50,1,NoBug
1449363410,10,1,NoBug
-1284862692,76,1,NoBug
-294152950,12,1,NoBug
1164285419,94,1,NoBug
-226006431,3,0,NoBug
45005040,11,1,NoBug
-1489595453,8,1,NoBug
-532291356,156,1,NoBug
1589583503,143,1,NoBug
1560719358,116,1,NoBug
-314012871,327,1,NoBug
159360381,10,1,NoBug
-1694659683,15,1,NoBug
1439101114,38,1,NoBug
-1661190716,23,1,NoBug
1416305087,175,1,NoBug
935754534,3,0,NoBug
1203284014,427,1,NoBug
-249941597,29,1,NoBug
676406348,40,1,NoBug
670735893,104,1,NoBug
2042287274,449,3,NoBug
-852457365,505,2,NoBug
-1588479832,13,1,NoBug
-2078746773,33,1,NoBug
321271993,112,2,NoBug
-1028379833,6,1,NoBug
-1648907714,488,3,NoBug
2116906971,118,2,NoBug
-468901551,112,4,NoBug
-1232010722,94,1,NoBug
-782848934,46,10,NoBug
-1234969016,225,4,NoBug
317429820,11,1,NoBug
-1250813415,64,2,NoBug
-2124393755,96,2,NoBug
-1969152249,74,2,NoBug
-1533422757,62,1,NoBug
-665928567,35,1,NoBug
1244806509,11,1,NoBug
-1714324035,46,2,NoBug
-556840599,25,2,NoBug
1036123502,262,1,NoBug
335901059,419,2,NoBug
300040403,33,2,NoBug
-580846897,124,2,NoBug
-1461005082,27,1,NoBug
-718806753,13,1,NoBug
646584624,70,2,NoBug
227230960,28,1,NoBug
1285456663,39,1,NoBug
-53734008,18,1,NoBug
421823895,10,1,NoBug
-645685210,6,0,NoBug
-1564985721,4,1,NoBug
968378112,36,1,NoBug
-1412713884,8,1,NoBug
-1314915544,7,1,NoBug
978883590,4,1,NoBug
58276193,44,2,NoBug
-1621118846,37,2,NoBug
492619430,141,1,NoBug
-1337770069,90,2,NoBug
1817793912,16,1,NoBug
652221087,39,2,NoBug
-555373840,91,6,NoBug
142655819,184,3,NoBug
1696796928,301,3,NoBug
1891503066,121,1,NoBug
-496761371,358,2,NoBug
-1589929749,390,2,NoBug
1282542436,213,1,NoBug
1634512199,69,4,NoBug
-1995767842,81,4,NoBug
-1454540312,57,2,NoBug
892443180,64,2,NoBug
-603431741,81,4,NoBug
1731684833,90,5,NoBug
1842332094,179,1,NoBug
-1663258355,86,1,NoBug
-241226575,24,1,NoBug
2096003321,27,1,NoBug
-560869851,14,1,NoBug
-1059503804,14,1,NoBug
-1053230614,39,1,NoBug
-1591109860,20,1,NoBug
-318529475,39,3,NoBug
-664377304,35,1,NoBug
495490791,20,1,NoBug
1160789519,54,4,NoBug
-892044295,113,2,NoBug
-2002405850,81,5,NoBug
-1055224172,14,1,NoBug
187496936,14,1,NoBug
-1388932812,33,2,NoBug
-426686394,25,1,NoBug
1985265257,17,1,NoBug
-864997525,10,1,NoBug
-1190424638,64,4,NoBug
-1263665110,14,1,NoBug
1377616596,17,1,NoBug
1675174489,148,2,NoBug
2117253310,43,1,NoBug
1471106028,93,1,NoBug
-2113577438,34,1,NoBug
-1155061146,65,1,NoBug
2092675785,95,1,NoBug
-1197704136,27,1,NoBug
-582176673,40,1,NoBug
-915272460,9,1,NoBug
1424992685,37,1,NoBug
737186027,9,1,NoBug
1670699123,25,1,NoBug
1008805929,164,2,NoBug
1361537321,9,1,NoBug
-2144863348,16,1,NoBug
-1956522293,109,2,NoBug
-1389285905,54,2,NoBug
-902674826,9,1,NoBug
2082992463,30,1,NoBug
-1939742442,9,1,NoBug
544627576,28,1,NoBug
1720883905,46,1,NoBug
1695101093,9,1,NoBug
-1057891350,9,1,NoBug
-792750868,223,1,NoBug
-649338099,9,1,NoBug
-831058026,9,1,NoBug
1715449130,501,3,NoBug
-542068933,189,1,NoBug
-754026125,84,1,NoBug
1793813457,300,1,NoBug
-399574121,39,3,NoBug
-1306042617,282,3,NoBug
1265286338,378,1,NoBug
-1644752314,84,3,NoBug
-275898383,514,1,NoBug
-1979751814,44,4,NoBug
-1180509751,417,6,NoBug
1782851905,378,1,NoBug
-173608,127,2,NoBug
-1948455860,79,1,NoBug
786512475,23,2,NoBug
-1214015081,292,1,NoBug
34476576,314,1,NoBug
-677517627,16,1,NoBug
1657058029,504,2,NoBug
1416434664,6,1,NoBug
916937192,8,1,NoBug
-1233374595,8,1,NoBug
-1997529661,17,1,NoBug
-1687548757,21,1,NoBug
693204046,112,1,NoBug
-167094731,73,1,NoBug
-641842085,452,1,NoBug
-118105445,603,1,NoBug
1361179672,1031,10,NoBug
-1893007267,30,1,NoBug
-1158304317,52,1,NoBug
-199880725,739,1,NoBug
-1484073757,180,1,NoBug
-63931871,129,2,NoBug
-1747202332,90,1,NoBug
1020823389,153,1,NoBug
249381183,82,1,NoBug
1167579013,46,2,NoBug
478711120,395,1,NoBug
1470939115,110,3,NoBug
1728747964,102,2,NoBug
-2003305384,281,1,NoBug
-900069384,62,1,NoBug
1534229888,83,2,NoBug
1418001093,180,1,NoBug
-66648580,35,1,NoBug
-1715980991,378,6,NoBug
-1604151207,66,3,NoBug
-1764012956,148,3,NoBug
-1107110964,669,2,NoBug
-824729236,40,2,NoBug
1705361763,118,1,NoBug
-1011069111,57,2,NoBug
411953595,855,7,NoBug
-1118162170,691,1,NoBug
-659763688,25,1,NoBug
898914851,102,1,NoBug
-1857700034,765,2,NoBug
-611078523,38,1,NoBug
-885250380,277,3,NoBug
680747697,113,1,NoBug
789245191,490,2,NoBug
1632383773,240,2,NoBug
1458635249,31,2,NoBug
-1948741435,207,8,NoBug
549244290,470,2,NoBug
-1161238334,1635,1,NoBug
-1125239816,171,1,NoBug
-696638940,605,3,NoBug
-1828501054,34,1,NoBug
-1248624316,313,3,NoBug
2047721952,871,2,NoBug
-91825938,3759,2,NoBug
-958958473,48,1,NoBug
1216559906,196,1,NoBug
870484998,415,1,NoBug
1230651846,286,2,NoBug
1642787651,681,5,NoBug
43327098,73,1,NoBug
1045152671,270,6,NoBug
1599518478,864,1,NoBug
1575847606,1062,2,NoBug
1750320404,218,2,NoBug
1050369288,359,1,NoBug
-460316461,153,2,NoBug
69701631,92,1,NoBug
537394149,114,1,NoBug
-513766490,358,3,NoBug
-1747286296,236,3,NoBug
1916264517,195,1,NoBug
-558536252,34,1,NoBug
-309100453,111,1,NoBug
-1721029195,697,2,NoBug
1672249288,74,1,NoBug
29040444,491,1,NoBug
134984361,37,1,NoBug
1284497874,364,1,NoBug
-535649326,1199,1,NoBug
-1404455946,35,1,NoBug
-1715275582,53,2,NoBug
-1420904662,611,4,NoBug
511642568,240,1,NoBug
10948058,875,1,NoBug
-669228140,69,2,NoBug
1755967200,109,1,NoBug
954558862,143,1,NoBug
1140515487,98,1,NoBug
1317210954,250,1,NoBug
-1282736201,89,1,NoBug
1636382130,53,1,NoBug
895064337,28,1,NoBug
-2126152378,340,1,NoBug
347021286,12,1,NoBug
-1373694508,28,1,NoBug
-1297517292,198,4,NoBug
1748344787,172,1,NoBug
528435771,25,1,NoBug
626264056,14,1,NoBug
1922957700,44,1,NoBug
-220369057,6,1,NoBug
-2139084428,10,1,NoBug
497951076,17,1,NoBug
-148365989,7,1,NoBug
-1381946299,25,1,NoBug
2095833481,109,1,NoBug
540194482,6,1,NoBug
-1258745369,252,1,NoBug
-1850442718,69,2,NoBug
-537920261,81,2,NoBug
762066828,34,2,NoBug
206734149,1695,4,NoBug
220249533,376,2,NoBug
1488123191,46,1,NoBug
1522354788,6,1,NoBug
1727904399,31,5,NoBug
2024372029,23,1,NoBug
-1037611218,285,1,NoBug
1113848541,29,1,NoBug
265250820,25,1,NoBug
-856748750,126,1,NoBug
-756968594,18,1,NoBug
-1354319404,13,0,NoBug
-422664435,225,8,NoBug
-1033888451,741,5,NoBug
-1689026708,975,3,NoBug
-2110332308,185,2,NoBug
555280661,162,2,NoBug
-1390423088,142,1,NoBug
2133687552,31,1,NoBug
-270256196,90,1,NoBug
981303640,437,1,NoBug
876069285,33,2,NoBug
622094514,27,1,NoBug
-1806045288,1143,3,NoBug
-453051723,165,1,NoBug
-1466708004,330,4,NoBug
-178994967,14,1,NoBug
1385366915,146,4,NoBug
2087799529,14,1,NoBug
970531187,109,4,NoBug
-1311146617,92,7,NoBug
1304476507,432,3,NoBug
1739805692,110,2,NoBug
-56538003,85,2,NoBug
-1868411130,189,1,NoBug
318300570,313,2,NoBug
1138435839,88,6,NoBug
-1919859455,178,2,NoBug
-1968835378,452,2,NoBug
-1055774312,198,2,NoBug
-696018833,34,2,NoBug
1608977886,146,10,NoBug
-1655034145,129,5,NoBug
1902200937,54,3,NoBug
967086613,223,6,NoBug
1935324670,61,2,NoBug
1502768878,247,3,NoBug
-5622976,29,1,NoBug
1649658179,104,2,NoBug
-629078102,61,1,NoBug
-2090697672,12,1,NoBug
856580878,1012,4,NoBug
-1235652621,57,1,NoBug
1424780866,5,1,NoBug
57177687,37,1,NoBug
-1355289990,1261,2,NoBug
566352467,26,2,NoBug
-20853356,102,1,NoBug
2041761333,42,2,NoBug
-1234606146,527,1,NoBug
850671864,115,2,NoBug
1280479391,15,0,NoBug
2011163592,17,1,NoBug
1313181138,250,1,NoBug
-465598663,121,3,NoBug
-587661683,8,1,NoBug
1450179427,33,2,NoBug
1527456096,295,2,NoBug
1150227460,40,2,NoBug
304840230,9,1,NoBug
564754453,228,3,NoBug
-824287959,111,2,NoBug
-165012963,68,2,NoBug
376992030,232,1,NoBug
-699642373,956,4,NoBug
146220371,276,1,NoBug
-1235196514,87,1,NoBug
-1835763418,1759,8,NoBug
1647802507,1316,5,NoBug
-588667795,63,1,NoBug
-527166754,599,2,NoBug
1625992085,868,2,NoBug
938827837,237,2,NoBug
1544717741,548,3,NoBug
-1386701740,118,2,NoBug
259613332,689,1,NoBug
264214206,335,5,NoBug
-410913406,12,1,NoBug
513772639,200,3,NoBug
28880412,8,1,NoBug
1270266609,83,1,NoBug
1764055220,206,1,NoBug
-1858027192,83,2,NoBug
-1923078042,24,1,NoBug
-1548754773,262,1,NoBug
-1440311441,108,4,NoBug
-285293773,134,1,NoBug
-517490737,25,5,NoBug
1800052750,69,5,NoBug
-1355800304,225,4,NoBug
1616896814,41,3,NoBug
-224130863,32,4,NoBug
324190341,44,2,NoBug
865459142,3,0,NoBug
998574298,5,0,NoBug
368712865,146,2,NoBug
1472572090,465,4,NoBug
1051156683,25,6,NoBug
754049759,127,4,NoBug
1851386590,36,4,NoBug
1009924313,122,5,NoBug
-1957367866,35,5,NoBug
-74742654,233,2,NoBug
-175033050,47,6,NoBug
1843073627,6,1,NoBug
1113739806,14,1,NoBug
-1292519749,82,3,NoBug
-368911370,366,2,NoBug
470077873,17,1,NoBug
1943348252,6,1,NoBug
-142969670,42,1,NoBug
877637028,39,2,NoBug
538177275,67,2,NoBug
-2096807094,24,2,NoBug
963612123,35,1,NoBug
-917979030,49,1,NoBug
-851826410,24,1,NoBug
-1024862007,170,1,NoBug
1064248282,222,5,NoBug
500819125,683,1,NoBug
361557401,78,2,NoBug
-1163182890,32,1,NoBug
-1420756656,1445,1,NoBug
-22602962,44,4,NoBug
1622333665,43,1,NoBug
-1052362592,183,1,NoBug
-1073227782,22,1,NoBug
-667861888,17,1,NoBug
-239478653,68,1,NoBug
212054877,31,1,NoBug
-1698090172,40,2,NoBug
1884262680,17,1,NoBug
-1120363242,149,1,NoBug
-16740485,37,2,NoBug
-852987885,32,3,NoBug
-787340630,301,1,NoBug
2043691339,36,2,NoBug
1083394162,535,2,NoBug
871398518,129,1,NoBug
1540387472,22,1,NoBug
-1981908571,1180,4,NoBug
-956890034,58,1,NoBug
-1892153608,579,1,NoBug
1621653432,49,1,NoBug
-1685958371,107,0,NoBug
1436337669,22,1,NoBug
279277630,195,5,NoBug
1319307885,356,1,NoBug
1350771633,84,5,NoBug
-1812262489,27,5,NoBug
-61437347,22,1,NoBug
-1208491106,219,4,NoBug
2027570297,120,5,NoBug
1222539299,37,1,NoBug
-1731013434,279,1,NoBug
1343086501,30,1,NoBug
-455370395,124,10,NoBug
-2025409846,53,1,NoBug
339968005,137,1,NoBug
606494760,49,9,NoBug
629755734,10,1,NoBug
-1762071678,26,4,NoBug
-806943770,41,3,NoBug
1050186921,244,5,NoBug
1432188060,35,1,NoBug
-801077002,182,3,NoBug
-1810206879,32,4,NoBug
-1304453321,19,3,NoBug
333952956,40,1,NoBug
646573910,51,3,NoBug
1411086568,42,3,NoBug
-555941189,16,3,NoBug
1998565875,28,5,NoBug
-230878022,201,3,NoBug
-1376611768,105,4,NoBug
934644711,92,1,NoBug
-1607092367,45,4,NoBug
978296345,48,9,NoBug
1105484983,41,7,NoBug
1513301212,36,2,NoBug
314964611,16,3,NoBug
446368855,42,8,NoBug
-1834279384,47,4,NoBug
-395756410,112,2,NoBug
-822080401,26,4,NoBug
-1150883752,49,3,NoBug
2640961,108,1,NoBug
-949061307,26,4,NoBug
-821894762,148,1,NoBug
1877452059,57,11,NoBug
486065154,37,7,NoBug
1215518629,18,1,NoBug
1021493616,149,2,NoBug
1795187405,220,2,NoBug
423563566,83,1,NoBug
1177537167,30,1,NoBug
326465041,42,1,NoBug
-1508553557,26,1,NoBug
-426308375,4,1,NoBug
344070421,5,1,NoBug
522046519,16,1,NoBug
1069272999,80,1,NoBug
-1663577661,22,1,NoBug
-1155255119,82,1,NoBug
-1494494551,15,1,NoBug
-1261641582,12,1,NoBug
-1419032675,11,1,NoBug
39087076,12,1,NoBug
-1746601991,10,1,NoBug
-94893650,19,2,NoBug
-656190999,4,1,NoBug
527227855,23,1,NoBug
-1456474944,3,1,NoBug
2080815065,32,1,NoBug
111058533,44,1,NoBug
-433398612,93,1,NoBug
-177792490,58,1,NoBug
-768651715,35,6,NoBug
1381628734,29,1,NoBug
1108610940,441,2,NoBug
920223345,174,2,NoBug
-1175806031,29,1,NoBug
477902325,35,1,NoBug
1790138769,104,1,NoBug
-712257898,41,2,NoBug
-1112407958,71,3,NoBug
1312333674,49,1,NoBug
306515582,93,1,NoBug
1393344296,56,1,NoBug
-1111643015,50,1,NoBug
-803877946,57,1,NoBug
443988760,53,2,NoBug
-311328667,145,2,NoBug
-1969369317,168,6,NoBug
-1225200130,38,2,NoBug
402199407,18,2,NoBug
322972623,16,1,NoBug
1664764486,104,2,NoBug
-159317556,133,2,NoBug
589606239,13,0,NoBug
1706931086,8,1,NoBug
1043501123,106,2,NoBug
1388674789,35,1,NoBug
1030861510,215,1,NoBug
-1351394362,120,2,NoBug
161142614,86,2,NoBug
-393981762,37,7,NoBug
1630364814,125,1,NoBug
-1485793755,44,1,NoBug
-783223189,120,5,NoBug
316955797,226,2,NoBug
-1336327536,205,5,NoBug
-1348547959,130,2,NoBug
-55089643,979,2,NoBug
-392185265,131,1,NoBug
1216004029,211,3,NoBug
700519787,25,1,NoBug
-1273441822,133,1,NoBug
-1073263499,77,1,NoBug
1062317234,672,2,NoBug
706236666,37,1,NoBug
-1611922865,51,2,NoBug
-1808988691,131,1,NoBug
-527564686,129,2,NoBug
77771483,119,8,NoBug
-1291261608,25,1,NoBug
-218291334,301,1,NoBug
-630594894,287,3,NoBug
766093303,105,1,NoBug
-1421609865,288,2,NoBug
-2101321785,267,1,NoBug
1799266973,206,4,NoBug
1085625767,122,1,NoBug
-1647865578,81,1,NoBug
-1676088509,274,2,NoBug
-345501037,558,1,NoBug
1712774890,216,1,NoBug
1829152007,73,2,NoBug
391986217,16,1,NoBug
549881315,77,1,NoBug
784986716,6,1,NoBug
574058112,7,1,NoBug
2109948614,6,1,NoBug
-1310477018,97,2,NoBug
172353035,33,1,NoBug
